athlete_id,name,region,affiliate,gender,age,height,candj,snatch,deadlift,backsq,train,experience,howlong
LJKX58587165683134,Bruce Davidson,South East,CrossFit Deerfield Beach,Male,14.0-28.0,70.0-72.0,240.0-275.0,204.94069893815376,465.0-1936.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
GXBC91764642722258,Dylan Wheeler,Australia,CrossFit HF,Male,14.0-28.0,72.0-8388607.0,209.60000000000002-240.0,176.02897183463924,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I write my own programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|,6-12 months|
YLWC65745041647662,Robin Porter,Southern California,Pacific Beach CrossFit PB,Male,14.0-28.0,69.0-70.0,240.0-275.0,199.95897138928987,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
RJDW09711249325981,Susan Craig,North East,CrossFit Hell's Kitchen,Male,28.0-31.0,1.0-66.0,240.0-275.0,194.8881482797082,465.0-1936.0,385.0-3450.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I write my own programming|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
YSKX09618716659559,Mr Jeremy Roberts,North East,CrossFit The Swamp,Male,34.0-40.0,69.0-70.0,240.0-275.0,194.86755988569956,375.0-419.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
PUQI52957848022362,Jenna Murray,South West,CrossFit Antietam,Male,28.0-31.0,70.0-72.0,240.0-275.0,185.06480906377374,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
CIFS00171071354930,Stewart Webb,North West,CrossFit X-Factor,Male,31.0-34.0,66.0-69.0,275.0-1936.0,235.11143130385335,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
KDIP94801259481264,Helen Bird,South West,CrossFit Apollo,Male,14.0-28.0,70.0-72.0,240.0-275.0,214.9929429837318,419.0-465.0,340.0-385.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I write my own programming|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,6-12 months|
SXST53974370350835,Alan Doherty-Anderson,North Central,CrossFit Resurgence,Male,14.0-28.0,72.0-8388607.0,275.0-1936.0,265.19036546416766,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
EHVE22226490725935,Frances Jones,Australia,CrossFit 2450,Male,14.0-28.0,70.0-72.0,275.0-1936.0,224.95427683162774,419.0-465.0,340.0-385.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
KXKD60423408829600,Josephine Taylor,Central East,Skunkbear CrossFit,Male,14.0-28.0,70.0-72.0,275.0-1936.0,265.04641877779835,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|,1-2 years|
MKAS63430198014837,Jemma Morley,South Central,CrossFit Midland,Male,28.0-31.0,72.0-8388607.0,240.0-275.0,200.21511395595283,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|,1-2 years|
GRTG83109678196719,Sally Ali,Australia,CrossFit King,Male,14.0-28.0,70.0-72.0,275.0-1936.0,243.12424391326184,419.0-465.0,385.0-3450.0,I have a coach who determines my programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
XGIF91669213807138,Sean Parker,Mid Atlantic,CrossFit West Chester,Male,31.0-34.0,69.0-70.0,240.0-275.0,230.02023321237198,375.0-419.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|4+ years|
LWIC12374353188206,Stacey Roberts,Central East,810 CrossFit,Male,14.0-28.0,70.0-72.0,275.0-1936.0,224.95786153397958,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
TEOX67744637946715,Sylvia Parker,Europe,Reebok CrossFit 3D,Male,14.0-28.0,72.0-8388607.0,240.0-275.0,220.0633123766714,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I train other people|,4+ years|
HTWI25659710832567,Jayne Phillips-Harris,Canada East,CrossFit Montreal,Male,28.0-31.0,72.0-8388607.0,-45.0-175.0,144.93543290570838,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
COUE25778835271792,Jamie Johnson-Hyde,South West,CrossFit Black Ridge,Male,28.0-31.0,70.0-72.0,209.60000000000002-240.0,144.97947800887695,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
PKRH95243363786213,Eric Ellis,South East,CrossFit Over the Mountain,Male,34.0-40.0,66.0-69.0,275.0-1936.0,215.15243492474832,375.0-419.0,340.0-385.0,"I workout mostly at home, work, or a traditional gym|I incorporate CrossFit.com workouts|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
PJAH11497143514203,Cheryl Davey-Murphy,North East,CrossFit DT1,Male,14.0-28.0,1.0-66.0,209.60000000000002-240.0,165.00793422801942,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
IYJA61475592138494,Dr Ann Thomas,North West,CrossFit Intensify,Male,28.0-31.0,72.0-8388607.0,275.0-1936.0,215.08958583250714,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
PDDF20026032957101,Wayne Jones,South East,CrossFit Pinnacle,Male,40.0-56.0,69.0-70.0,209.60000000000002-240.0,185.07371585385033,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
GCUJ87247076071280,Miss Harriet Cooke,Mid Atlantic,CrossFit MVA,Male,40.0-56.0,72.0-8388607.0,275.0-1936.0,205.09600987069263,419.0-465.0,340.0-385.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|,4+ years|
QPHH75802114643980,Henry Harrison,Central East,CrossFit Alpha Pack,Male,14.0-28.0,70.0-72.0,275.0-1936.0,234.9064937947939,465.0-1936.0,340.0-385.0,"I workout mostly at home, work, or a traditional gym|I incorporate CrossFit.com workouts|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,1-2 years|
DZIK15249666103923,Justin Day-Taylor,Northern California,CrossFit Excel,Male,31.0-34.0,66.0-69.0,275.0-1936.0,215.1448637292414,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,1-2 years|
FTLK20016274705724,Miss Angela Conway,Mid Atlantic,New Order CrossFit,Male,31.0-34.0,69.0-70.0,275.0-1936.0,194.9849274029937,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
NIMD83226243817350,Dr Anthony Baker,Northern California,Arena Ready CrossFit,Male,31.0-34.0,70.0-72.0,209.60000000000002-240.0,164.99157217251533,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,4+ years|
QHGQ28250613290504,Christian Lamb,Southern California,Fathom CrossFit,Male,31.0-34.0,,-45.0-175.0,17.08741951209143,0.0-305.0,0.0-240.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
LOFQ38311198186787,Lydia Kirk,Central East,CrossFit Maven,Male,28.0-31.0,70.0-72.0,240.0-275.0,204.9607279726569,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,1-2 years|
RMDO01074921165825,Dr Norman Harding,South East,CrossFit Winter Haven,Male,14.0-28.0,70.0-72.0,209.60000000000002-240.0,179.93771377098574,375.0-419.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
JDQV15731586890694,Zoe Bentley,South Central,CrossFit Terrell,Male,34.0-40.0,69.0-70.0,175.0-209.60000000000002,154.91457565187466,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|,1-2 years|
PQTC56717030256818,Adam Russell,Mid Atlantic,12 Labours CrossFit,Male,14.0-28.0,70.0-72.0,275.0-1936.0,265.0370715898067,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
POLA76173033775340,Caroline Nixon,North West,CrossFit BRAVE LEGION,Male,14.0-28.0,69.0-70.0,275.0-1936.0,225.20333107733256,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
VJGC53801360112233,Ms Katie Davies,Central East,CrossFit Zionsville,Male,34.0-40.0,70.0-72.0,275.0-1936.0,235.145830881221,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
QGFU43011651540297,Miss Karen Taylor,Mid Atlantic,CrossFit Iron City,Male,31.0-34.0,70.0-72.0,240.0-275.0,220.09166097256087,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
XCSE44282357109548,Ms Joanna Davidson,Mid Atlantic,CrossFit Verity,Male,34.0-40.0,66.0-69.0,209.60000000000002-240.0,174.97433827554892,419.0-465.0,340.0-385.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I record my workouts|",I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
QDVW22474722760765,Wayne Taylor,South Central,River Parish CrossFit,Male,31.0-34.0,66.0-69.0,209.60000000000002-240.0,165.27762095142626,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
KRRC96052592563329,Mrs Amber French,North Central,CrossFit Fringe,Male,14.0-28.0,70.0-72.0,275.0-1936.0,225.00559380151324,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
WOYQ86008247864055,Max Wilkinson,Europe,CrossFit Cumbria,Male,31.0-34.0,69.0-70.0,240.0-275.0,205.10256352437634,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
GPNU09372431798042,Mathew Brown,Central East,CrossFit Grandview,Male,14.0-28.0,70.0-72.0,240.0-275.0,204.88972724484935,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,1-2 years|
CBJH72786209503551,Jacqueline Abbott,South West,CrossFit Parker,Male,34.0-40.0,72.0-8388607.0,175.0-209.60000000000002,164.88337065532923,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
EOHI90406307106622,Debra Gardner,Europe,Dragon CrossFit,Male,40.0-56.0,66.0-69.0,175.0-209.60000000000002,114.89969898035878,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|,2-4 years|
KQCE59528383879352,Steven Lee,Canada West,CrossFit Athlete Inside (AI),Male,14.0-28.0,70.0-72.0,240.0-275.0,205.0643200648309,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,6-12 months|
PGRG41493224566409,Eric Bradley,Mid Atlantic,CrossFit Northlake,Male,14.0-28.0,72.0-8388607.0,240.0-275.0,234.95758901465928,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,1-2 years|
UYIT20320390251911,Mrs Kerry Jones,Mid Atlantic,CrossFit DTR,Male,34.0-40.0,66.0-69.0,209.60000000000002-240.0,164.92473882678965,375.0-419.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
XUEC06929182126618,Mrs Hollie Grant,Central East,CrossFit Ooltewah,Male,31.0-34.0,72.0-8388607.0,240.0-275.0,194.9903298285747,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
ZNWS32687903234047,Chelsea Elliott,North East,JSA CrossFit,Male,28.0-31.0,69.0-70.0,209.60000000000002-240.0,165.06328230136756,465.0-1936.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,1-2 years|
NRHV55213959946975,Mrs Sandra Booth,Central East,CrossFit Jackson,Male,14.0-28.0,69.0-70.0,209.60000000000002-240.0,195.03570051222354,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
TLCN11833116755380,Marie Morris,Northern California,CrossFit Redding,Male,40.0-56.0,69.0-70.0,175.0-209.60000000000002,135.1541699356709,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,2-4 years|
JFWL15768430474330,Ms Linda Pritchard,Australia,CrossFit Manukau,Male,28.0-31.0,66.0-69.0,240.0-275.0,176.06923269417027,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|,1-2 years|
DHAW59599547739196,Dr Justin O'Brien,Canada East,CrossFit Boucherville,Male,14.0-28.0,66.0-69.0,240.0-275.0,175.08260933738947,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit by trying it alone (without a coach)|I have had a life changing experience due to CrossFit|,1-2 years|
XROE54189805403668,Derek Edwards,North Central,CrossFit Arioch,Male,14.0-28.0,72.0-8388607.0,240.0-275.0,205.11333952926427,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
YWOZ06313003591437,Dr Aaron Scott,North East,CrossFit Barbending,Male,34.0-40.0,72.0-8388607.0,240.0-275.0,189.91149020246522,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
OEDD97593744769659,Shirley Davies-Jones,South East,CrossFit Protocol,Male,14.0-28.0,72.0-8388607.0,275.0-1936.0,275.00141105962734,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|,6-12 months|1-2 years|
TWIP86273135595640,Joanne Hammond,South East,CrossFit CVI,Male,31.0-34.0,66.0-69.0,209.60000000000002-240.0,184.99203199850845,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have attended one or more specialty courses|I train other people|,6-12 months|1-2 years|
GNFL71515993362437,Raymond Barnes,Europe,CrossFit Black Five,Male,14.0-28.0,69.0-70.0,275.0-1936.0,228.98790243044257,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|I have had a life changing experience due to CrossFit|,2-4 years|
HXIX15010505908071,Mr Patrick Gray,South Central,CrossFit Wild West,Male,14.0-28.0,72.0-8388607.0,240.0-275.0,199.95944310435047,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
PDQI34038594650015,Dr Peter Cox,Central East,CrossFit 615,Male,31.0-34.0,66.0-69.0,209.60000000000002-240.0,165.1869516340587,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
WGWU03583019064388,Georgia Williams-Conway,Mid Atlantic,CrossFit 703,Male,28.0-31.0,66.0-69.0,209.60000000000002-240.0,155.0356729828604,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|,2-4 years|
WSMY36462150877779,Katherine Brooks,Mid Atlantic,CrossFit Plexus,Male,14.0-28.0,1.0-66.0,240.0-275.0,199.89716109283785,375.0-419.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
BYHH23445574959792,Amanda Smith,South West,CrossFit Evolve,Male,34.0-40.0,70.0-72.0,275.0-1936.0,224.95591642910628,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
DXOU73299309254985,Charles Lowe,Europe,CrossFit Lutterworth,Male,40.0-56.0,69.0-70.0,209.60000000000002-240.0,165.17337983622627,305.0-375.0,295.0-340.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I write my own programming|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|,6-12 months|
BNXX17948447476278,Dr Carl Hawkins,Canada East,CrossFit Fortis,Male,28.0-31.0,69.0-70.0,240.0-275.0,169.81032842722803,419.0-465.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
EEUR76099079825166,Karen Parry,South Central,Contraband CrossFit,Male,34.0-40.0,70.0-72.0,240.0-275.0,199.9789955607251,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
IMEF51395172992535,Lee Clark,Central East,Black Flag CrossFit,Male,40.0-56.0,69.0-70.0,240.0-275.0,174.76203518218725,375.0-419.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|,4+ years|
XXPQ95960605968358,Mr Trevor White,South East,WinStrong CrossFit,Male,14.0-28.0,70.0-72.0,240.0-275.0,225.0468480054455,419.0-465.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I write my own programming|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have attended one or more specialty courses|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
PZYQ15582033621994,Ms Nicole Birch,South East,CrossFit Eastern Shore,Male,34.0-40.0,69.0-70.0,240.0-275.0,174.9424076684203,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I record my workouts|,I began CrossFit by trying it alone (without a coach)|,2-4 years|
FFTZ54521563672723,Kenneth Rees,South Central,Fueled CrossFit,Male,14.0-28.0,69.0-70.0,209.60000000000002-240.0,174.92410149456907,375.0-419.0,295.0-340.0,"I workout mostly at a CrossFit Affiliate|I workout mostly at home, work, or a traditional gym|I have a coach who determines my programming|I record my workouts|",I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,1-2 years|
AGGW06056122071741,Alexander Russell,North Central,CrossFit West Des Moines,Male,40.0-56.0,69.0-70.0,209.60000000000002-240.0,144.80466062937927,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,6-12 months|
QVDM07428243467363,Miss Gail Townsend,North Central,FTX CrossFit,Male,40.0-56.0,72.0-8388607.0,175.0-209.60000000000002,164.91117116982986,305.0-375.0,240.0-295.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I have completed the CrossFit Level 1 certificate course|I train other people|,4+ years|
NEHH58854927675757,Ms Kerry Hunt,Europe,CrossFit Essex,Male,34.0-40.0,70.0-72.0,175.0-209.60000000000002,137.07579937115375,375.0-419.0,240.0-295.0,I incorporate CrossFit.com workouts|I write my own programming|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,2-4 years|
QYEM56699862077020,Bethan Evans,North Central,Timberwolf CrossFit,Male,28.0-31.0,72.0-8388607.0,275.0-1936.0,254.87224583488432,465.0-1936.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|,I began CrossFit by trying it alone (without a coach)|I began CrossFit with a coach (e.g. at an affiliate)|,1-2 years|
NBZQ13065390646040,Amber Edwards,North West,Industrial CrossFit,Male,28.0-31.0,72.0-8388607.0,240.0-275.0,185.10674097678304,465.0-1936.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,6-12 months|
AYQJ52417569934837,Dr Melanie Hutchinson,North Central,Omnis CrossFit,Male,28.0-31.0,72.0-8388607.0,240.0-275.0,224.87170119378035,465.0-1936.0,340.0-385.0,I workout mostly at a CrossFit Affiliate|I have a coach who determines my programming|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|I have completed the CrossFit Level 1 certificate course|I train other people|,2-4 years|
UVPQ88627156939203,Dr Simon Humphreys,South East,CrossFit Real Fitness,Male,40.0-56.0,72.0-8388607.0,240.0-275.0,200.14213144239883,419.0-465.0,385.0-3450.0,I workout mostly at a CrossFit Affiliate|I write my own programming|,I began CrossFit by trying it alone (without a coach)|I train other people|,4+ years|
BMUL88530089906651,Mrs Joanna Butler,South Central,Elite CrossFit,Male,40.0-56.0,70.0-72.0,175.0-209.60000000000002,155.1283675584833,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I write my own programming|I record my workouts|,I began CrossFit with a coach (e.g. at an affiliate)|,6-12 months|
RBPG14435015696410,Roy Thompson-Cooke,South Central,CrossFit Boerne,Male,34.0-40.0,72.0-8388607.0,209.60000000000002-240.0,185.04994384127411,305.0-375.0,295.0-340.0,I workout mostly at a CrossFit Affiliate|I incorporate CrossFit.com workouts|I record my workouts|,I began CrossFit by trying it alone (without a coach)|I have completed the CrossFit Level 1 certificate course|I have had a life changing experience due to CrossFit|I train other people|,4+ years|
